thread_id,thread_depth,num_nodes,num_edges,avg_branching_factor,max_branching_factor,source_reply_count,leaf_ratio,avg_depth,source_pagerank,avg_pagerank,source_centrality,avg_centrality,user_rumor_ratio,unique_users
498269697453084672,3,43,38,0.883721,29,29,0.790698,1.046512,0.01941061,0.02325581,0.69047619,0.04208195,0.123599,38
498271531386953728,0,1,0,0.0,0,0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1
498271954185379840,1,9,8,0.888889,8,8,0.888889,0.888889,0.10152277,0.11111111,1.0,0.22222222,0.139731,9
498272080564334592,2,15,9,0.6,8,8,0.866667,0.666667,0.05955817,0.06666667,0.57142857,0.08571429,0.053333,9
498272309535191041,0,10,0,0.0,0,0,1.0,0.0,0.1,0.1,0.0,0.0,0.797436,9
498272364560257025,0,9,0,0.0,0,0,1.0,0.0,0.11111111,0.11111111,0.0,0.0,0.0,8
498273703428620289,1,6,1,0.166667,1,0,0.833333,0.166667,0.14598538,0.16666667,0.0,0.06666667,0.113977,6
498274493337702401,1,7,1,0.142857,1,0,0.857143,0.142857,0.12738858,0.14285714,0.0,0.04761905,0.0,6
498274692873351170,0,19,0,0.0,0,0,1.0,0.0,0.05263158,0.05263158,0.0,0.0,0.103246,19
498274934553317376,4,8,7,0.875,4,4,0.5,1.625,0.07181983,0.125,0.57142857,0.25,0.041667,5
498274948772024321,0,13,0,0.0,0,0,1.0,0.0,0.07692308,0.07692308,0.0,0.0,0.101538,13
498275621651636224,2,6,4,0.666667,3,3,0.666667,0.833333,0.12593147,0.16666667,0.6,0.26666667,0.211344,4
498276304635322368,2,19,17,0.894737,16,16,0.894737,0.947368,0.04820405,0.05263158,0.88888889,0.0994152,0.17038,19
498276354434277376,2,13,11,0.846154,9,9,0.769231,0.923077,0.06397836,0.07692308,0.75,0.14102564,0.0,10
498276771226451968,2,34,32,0.941176,31,31,0.941176,0.970588,0.02799288,0.02941176,0.93939394,0.057041,0.0425,33
498277197581664256,2,4,2,0.5,2,2,0.75,1.0,0.20618553,0.25,0.66666667,0.33333333,0.166667,3
498277231253127168,1,3,2,0.666667,2,2,0.666667,0.666667,0.25974051,0.33333333,1.0,0.66666667,0.063492,2
498277674692149248,4,19,17,0.894737,11,11,0.789474,1.684211,0.04404022,0.05263158,0.61111111,0.0994152,0.162361,16
498277678706077696,2,8,6,0.75,4,4,0.625,0.875,0.0931914,0.125,0.57142857,0.21428571,0.0,6
498278882244853760,3,18,14,0.777778,7,7,0.666667,1.388889,0.04204696,0.05555556,0.41176471,0.09150327,0.038323,12
498279420885360641,1,15,0,0.0,0,0,1.0,0.066667,0.06666667,0.06666667,0.0,0.0,0.04,14
498280074941313024,2,6,5,0.833333,4,4,0.666667,1.0,0.12689364,0.16666667,0.8,0.33333333,0.066358,5
498280126254428160,1,5,4,0.8,4,4,0.8,0.8,0.17094005,0.2,1.0,0.4,0.630667,5
498280730070622209,0,9,0,0.0,0,0,1.0,0.0,0.11111111,0.11111111,0.0,0.0,0.062757,8
498281104865259521,0,8,0,0.0,0,0,1.0,0.0,0.125,0.125,0.0,0.0,0.020833,8
498281812821803008,2,9,5,0.555556,4,4,0.777778,0.888889,0.09190646,0.11111111,0.5,0.13888889,0.062757,8
498281886603411456,2,18,14,0.777778,14,14,0.944444,1.0,0.05305041,0.05555556,0.82352941,0.09150327,0.103765,15
498283038338711552,6,26,6,0.230769,1,0,0.769231,1.5,0.02679548,0.03846154,0.0,0.01846154,0.075586,21
498283233982025728,1,13,10,0.769231,10,10,0.923077,0.769231,0.07220225,0.07692308,0.83333333,0.12820513,0.076923,13
498283586425200640,2,19,12,0.631579,12,12,0.947368,0.736842,0.05037784,0.05263158,0.66666667,0.07017544,0.051378,18
498284302128668672,4,34,31,0.911765,20,20,0.764706,1.470588,0.02369287,0.02941176,0.60606061,0.05525847,0.057094,27
498284334806495233,1,19,1,0.052632,1,0,0.947368,0.052632,0.05037784,0.05263158,0.0,0.00584795,0.160086,17
498284429333524480,3,59,39,0.661017,6,6,0.677966,1.355932,0.01255201,0.01694915,0.10344828,0.02279369,0.087084,12
498285405142540289,3,44,11,0.25,2,0,0.772727,0.409091,0.01785589,0.02272727,0.0,0.01162791,0.056025,36
498285529704976385,0,4,0,0.0,0,0,1.0,0.0,0.25,0.25,0.0,0.0,0.107226,4
498285556502372352,1,9,0,0.0,0,0,1.0,0.777778,0.11111111,0.11111111,0.0,0.0,0.087302,9
498285782512050176,1,4,3,0.75,3,3,0.75,0.75,0.20618575,0.25,1.0,0.5,0.125,4
498286045843435521,0,7,0,0.0,0,0,1.0,0.0,0.14285714,0.14285714,0.0,0.0,0.0,6
498286202077085696,0,1,0,0.0,0,0,1.0,0.0,1.0,1.0,1.0,1.0,0.307692,1
498286281894682624,3,8,7,0.875,3,3,0.5,1.625,0.07807086,0.125,0.42857143,0.25,0.0,5
498286918011224065,0,1,0,0.0,0,0,1.0,0.0,1.0,1.0,1.0,1.0,0.307692,1
498287166909579264,3,18,17,0.944444,14,14,0.777778,1.166667,0.04490442,0.05555556,0.82352941,0.11111111,0.031667,17
498287947301814274,3,18,5,0.277778,3,0,0.833333,0.444444,0.0460447,0.05555556,0.0,0.03267974,0.059259,14
498289596463980544,5,81,24,0.296296,3,0,0.777778,1.358025,0.00977811,0.01234568,0.0,0.00740741,0.015558,49
498290802255466498,0,1,0,0.0,0,0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1
498291267756130305,2,16,1,0.0625,1,0,0.9375,0.25,0.05934721,0.0625,0.0,0.00833333,0.0375,13
498292200955195392,1,12,10,0.833333,10,10,0.916667,0.833333,0.07782115,0.08333333,0.90909091,0.15151515,0.033333,12
498292317296812032,3,50,19,0.38,11,11,0.82,0.58,0.01685256,0.02,0.2244898,0.0155102,0.127619,17
498292602861400064,3,18,10,0.555556,7,7,0.777778,1.166667,0.04650479,0.05555556,0.41176471,0.06535948,0.006944,11
498292628455034882,0,4,0,0.0,0,0,1.0,0.0,0.25,0.25,0.0,0.0,0.0,4
498292732159619072,2,6,4,0.666667,4,4,0.833333,1.0,0.14598557,0.16666667,0.8,0.26666667,0.102564,6
498293625420148736,1,4,0,0.0,0,0,1.0,0.75,0.25,0.25,0.0,0.0,0.486111,3
498293668655423488,5,39,37,0.948718,34,34,0.897436,1.230769,0.02249248,0.02564103,0.89473684,0.04993252,0.87122,35
498294248488574976,1,6,5,0.833333,5,5,0.833333,0.833333,0.14598557,0.16666667,1.0,0.33333333,0.077469,6
498294367405477888,4,19,15,0.789474,8,8,0.631579,1.421053,0.03607284,0.05263158,0.44444444,0.0877193,0.766834,9
498294764718915586,0,1,0,0.0,0,0,1.0,0.0,1.0,1.0,1.0,1.0,0.066667,1
498294775649665024,1,5,3,0.6,3,3,0.8,0.6,0.17094005,0.2,0.75,0.3,0.0,5
498294815579467777,1,8,1,0.125,1,0,0.875,0.25,0.11299437,0.125,0.0,0.03571429,0.011905,8
498296205777326080,1,19,18,0.947368,18,18,0.947368,0.947368,0.05037763,0.05263158,1.0,0.10526316,0.079226,19
498297336968515584,0,1,0,0.0,0,0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1
498298040881782785,1,23,1,0.043478,1,0,0.956522,0.043478,0.04192872,0.04347826,0.0,0.00395257,0.007246,20
498300128088694786,0,3,0,0.0,0,0,1.0,0.0,0.33333333,0.33333333,0.0,0.0,0.0,3
498300256678076417,1,9,1,0.111111,1,0,0.888889,0.111111,0.10152285,0.11111111,0.0,0.02777778,0.023075,9
498300832648273920,4,21,13,0.619048,7,7,0.809524,1.857143,0.03980499,0.04761905,0.35,0.06190476,0.085647,14
498300897051807744,2,10,1,0.1,1,0,0.9,1.0,0.09216586,0.1,0.0,0.02222222,0.0,10
498301635756838912,1,6,5,0.833333,5,5,0.833333,0.833333,0.14598557,0.16666667,1.0,0.33333333,0.100954,6
498301902048997377,4,41,16,0.390244,2,0,0.658537,0.731707,0.01792431,0.02439024,0.0,0.0195122,0.018583,16
498302254190166016,0,1,0,0.0,0,0,1.0,0.0,1.0,1.0,1.0,1.0,0.064815,1
498302603034640384,1,3,2,0.666667,2,2,0.666667,0.666667,0.25974051,0.33333333,1.0,0.66666667,0.047619,3
498302874531553280,2,12,10,0.833333,8,8,0.75,0.916667,0.06830449,0.08333333,0.72727273,0.15151515,0.053571,9
498303288295817217,3,19,2,0.105263,1,0,0.894737,0.315789,0.04830915,0.05263158,0.0,0.01169591,0.033162,17
498303769915191297,2,16,5,0.3125,3,0,0.8125,0.375,0.05321745,0.0625,0.0,0.04166667,0.035301,15
498303921430204416,0,1,0,0.0,0,0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1
498304114955419648,1,3,2,0.666667,2,2,0.666667,0.666667,0.25974051,0.33333333,1.0,0.66666667,0.0,3
498305825341845504,8,32,26,0.8125,11,11,0.59375,1.84375,0.01866194,0.03125,0.35483871,0.05241935,0.763234,17
498305851828879368,0,1,0,0.0,0,0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1
498305962726273024,1,8,7,0.875,7,7,0.875,0.875,0.11299419,0.125,1.0,0.25,0.2625,8
498308585227431936,1,5,0,0.0,0,0,1.0,0.8,0.2,0.2,0.0,0.0,0.05,5
498310006169538561,3,38,7,0.184211,1,0,0.815789,0.315789,0.02139875,0.02631579,0.0,0.00995733,0.072064,26
498310720350863362,0,1,0,0.0,0,0,1.0,0.0,1.0,1.0,1.0,1.0,0.344828,1
498311895716470784,1,3,2,0.666667,2,2,0.666667,0.666667,0.25974051,0.33333333,1.0,0.66666667,0.0,3
498313143530303488,3,20,19,0.95,16,16,0.85,1.15,0.04352443,0.05,0.84210526,0.1,0.071,19
498314939359301632,3,14,9,0.642857,8,8,0.857143,0.928571,0.06333,0.07142857,0.61538462,0.0989011,0.109524,11
498316475317239809,0,11,0,0.0,0,0,1.0,0.0,0.09090909,0.09090909,0.0,0.0,0.0,11
498316826988642304,0,1,0,0.0,0,0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1
498317138554150912,5,51,33,0.647059,16,16,0.705882,1.196078,0.01449064,0.01960784,0.32,0.02588235,0.809155,21
498317308771987456,0,1,0,0.0,0,0,1.0,0.0,1.0,1.0,1.0,1.0,0.32,1
498318192000118784,1,19,16,0.842105,16,16,0.947368,0.842105,0.05037784,0.05263158,0.88888889,0.09356725,0.05303,17
498318493293772800,0,1,0,0.0,0,0,1.0,0.0,1.0,1.0,1.0,1.0,0.5,1
498320854707896321,0,1,0,0.0,0,0,1.0,0.0,1.0,1.0,1.0,1.0,0.32,1
498321666267561985,0,5,0,0.0,0,0,1.0,0.0,0.2,0.2,0.0,0.0,0.0,5
498322865843109888,2,6,5,0.833333,3,3,0.666667,1.166667,0.12593147,0.16666667,0.6,0.33333333,0.166667,5
498323364197699584,2,19,14,0.736842,12,12,0.842105,0.789474,0.04627434,0.05263158,0.66666667,0.08187135,0.016968,15
498325055726559232,4,18,15,0.833333,12,12,0.777778,1.166667,0.04234777,0.05555556,0.70588235,0.09803922,0.073333,14
498340530770939904,3,25,23,0.92,16,16,0.8,1.28,0.0330127,0.04,0.66666667,0.07666667,0.095179,22
498341675476217856,0,1,0,0.0,0,0,1.0,0.0,1.0,1.0,1.0,1.0,0.333333,1
498345343629541376,1,19,10,0.526316,10,10,0.947368,0.578947,0.05037784,0.05263158,0.55555556,0.05847953,0.780175,18
498349598197702656,3,19,17,0.894737,14,14,0.789474,1.052632,0.04307015,0.05263158,0.77777778,0.0994152,0.074577,16
498355319979143168,2,13,5,0.384615,1,1,0.615385,0.461538,0.05564053,0.07692308,0.08333333,0.06410256,0.138462,3
498356729634390016,1,5,4,0.8,4,4,0.8,0.8,0.17094005,0.2,1.0,0.4,0.0,5
498357910603575296,5,56,35,0.625,16,16,0.785714,1.696429,0.01462808,0.01785714,0.29090909,0.02272727,0.018872,16
498401948585181184,2,11,9,0.818182,5,5,0.727273,1.181818,0.07225949,0.09090909,0.5,0.16363636,0.0,8
498430783699554305,1,22,7,0.318182,4,0,0.909091,0.318182,0.04219408,0.04545455,0.0,0.03030303,0.818264,8
498433651835940865,9,288,169,0.586806,7,0,0.65625,1.746528,0.0024198,0.00347222,0.0,0.00408924,0.037062,34
498452658605535232,1,10,8,0.8,8,8,0.9,0.8,0.09216586,0.1,0.88888889,0.17777778,0.05,10
498452664527511553,0,4,0,0.0,0,0,1.0,0.0,0.25,0.25,0.0,0.0,0.045455,4
498455001463664640,1,7,4,0.571429,4,4,0.857143,0.571429,0.12738858,0.14285714,0.66666667,0.19047619,0.022246,7
498457205801488385,0,1,0,0.0,0,0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1
498463591767756800,1,17,16,0.941176,16,16,0.941176,0.941176,0.05602206,0.05882353,1.0,0.11764706,0.623165,15
498463733447163905,2,13,4,0.307692,1,0,0.692308,0.384615,0.05840273,0.07692308,0.0,0.05128205,0.025641,10
498466570675716096,5,34,25,0.735294,11,11,0.617647,1.647059,0.01989985,0.02941176,0.33333333,0.04456328,0.07133,16
498472666802958336,3,17,2,0.117647,1,0,0.882353,0.529412,0.0514867,0.05882353,0.0,0.01470588,0.01426,8
498473263862149120,3,7,6,0.857143,3,3,0.428571,1.428571,0.08468187,0.14285714,0.5,0.28571429,0.089616,6
498473515302260736,1,5,0,0.0,0,0,1.0,0.8,0.2,0.2,0.0,0.0,0.0,5
498474035668586497,3,24,6,0.25,4,0,0.875,0.625,0.03495397,0.04166667,0.0,0.02173913,0.041742,19
498474263255330818,2,16,3,0.1875,1,0,0.8125,0.4375,0.05188736,0.0625,0.0,0.025,0.05506,13
498476761538371584,1,14,13,0.928571,13,13,0.928571,0.928571,0.06734012,0.07142857,1.0,0.14285714,0.030026,13
498477164380299264,1,17,16,0.941176,16,16,0.941176,0.941176,0.05602206,0.05882353,1.0,0.11764706,0.054622,15
498477676219600896,3,28,20,0.714286,11,11,0.75,1.178571,0.02824345,0.03571429,0.40740741,0.05291005,0.029013,12
498480344992350209,1,19,1,0.052632,1,0,0.947368,0.052632,0.05037784,0.05263158,0.0,0.00584795,0.079727,18
498480911243948034,3,27,6,0.222222,1,0,0.777778,0.333333,0.02927477,0.03703704,0.0,0.01709402,0.697407,16
498482619232055296,3,38,35,0.921053,31,31,0.868421,1.105263,0.0232222,0.02631579,0.83783784,0.04978663,0.021085,36
498483031842500608,1,10,9,0.9,9,9,0.9,0.9,0.09216586,0.1,1.0,0.2,0.08537,10
498483279943962625,1,14,0,0.0,0,0,1.0,0.071429,0.07142857,0.07142857,0.0,0.0,0.072487,11
498483485133516800,1,4,3,0.75,3,3,0.75,0.75,0.20618575,0.25,1.0,0.5,0.225,4
498483784296448000,2,7,5,0.714286,4,4,0.714286,0.857143,0.11260468,0.14285714,0.66666667,0.23809524,0.009259,6
498486539585069056,2,6,5,0.833333,4,4,0.666667,1.0,0.12689364,0.16666667,0.8,0.33333333,0.026675,5
498486826269548545,3,19,6,0.315789,1,0,0.684211,0.526316,0.0382277,0.05263158,0.0,0.03508772,0.859649,9
498486850521423872,1,5,4,0.8,4,4,0.8,0.8,0.17094005,0.2,1.0,0.4,0.0,5
498487087105314816,1,10,7,0.7,6,6,0.8,0.7,0.08547003,0.1,0.66666667,0.15555556,0.244339,8
498487611963744256,3,20,18,0.9,14,14,0.8,1.15,0.04120392,0.05,0.73684211,0.09473684,0.041,19
498487999848800256,0,1,0,0.0,0,0,1.0,0.0,1.0,1.0,1.0,1.0,0.064815,1
498488195047096320,0,1,0,0.0,0,0,1.0,0.0,1.0,1.0,1.0,1.0,0.32,1
498489114384420865,3,47,12,0.255319,2,0,0.808511,0.617021,0.01752222,0.0212766,0.0,0.01110083,0.066363,19
498489451954573312,1,3,2,0.666667,2,2,0.666667,0.666667,0.25974051,0.33333333,1.0,0.66666667,0.0,3
498491047329402880,0,1,0,0.0,0,0,1.0,0.0,1.0,1.0,1.0,1.0,0.064815,1
498492003903356928,2,17,16,0.941176,15,15,0.882353,1.0,0.05333861,0.05882353,0.9375,0.11764706,0.077148,17
498492636630896640,2,15,14,0.933333,13,13,0.866667,1.0,0.05968174,0.06666667,0.92857143,0.13333333,0.004321,13
498494758814109696,2,18,14,0.777778,12,12,0.833333,0.833333,0.04851966,0.05555556,0.70588235,0.09150327,0.0,14
498495764486950912,0,1,0,0.0,0,0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1
498497371899449344,2,8,1,0.125,1,0,0.875,1.0,0.11299437,0.125,0.0,0.03571429,0.101852,8
498497395198799872,1,9,8,0.888889,8,8,0.888889,0.888889,0.10152277,0.11111111,1.0,0.22222222,0.08642,9
498498431271190528,2,11,8,0.727273,6,6,0.818182,0.909091,0.07800058,0.09090909,0.6,0.14545455,0.917749,7
498499795192143872,2,26,21,0.807692,12,12,0.807692,1.153846,0.03286157,0.03846154,0.48,0.06461538,0.132479,21
498499836900278272,3,36,17,0.472222,5,5,0.694444,0.666667,0.02108656,0.02777778,0.14285714,0.02698413,0.020833,7
498500813845966848,1,8,7,0.875,7,7,0.875,0.875,0.11299419,0.125,1.0,0.25,0.0,8
498504673339666432,2,13,11,0.846154,7,7,0.615385,1.076923,0.05500881,0.07692308,0.58333333,0.14102564,0.051282,10
498504707393220608,0,1,0,0.0,0,0,1.0,0.0,1.0,1.0,1.0,1.0,0.064815,1
498506343368519680,1,3,2,0.666667,2,2,0.666667,0.666667,0.25974051,0.33333333,1.0,0.66666667,0.755556,3
498507434693246977,0,6,0,0.0,0,0,1.0,0.0,0.16666667,0.16666667,0.0,0.0,0.12037,6
498507730395484160,4,50,34,0.68,17,17,0.72,1.36,0.01538191,0.02,0.34693878,0.0277551,0.081699,19
498508707244683264,1,13,10,0.769231,10,10,0.923077,0.769231,0.07220225,0.07692308,0.83333333,0.12820513,0.106838,12
498510381774819330,0,15,0,0.0,0,0,1.0,0.0,0.06666667,0.06666667,0.0,0.0,0.045455,14
498512372584415232,1,7,6,0.857143,6,6,0.857143,0.857143,0.12738858,0.14285714,1.0,0.28571429,0.080688,7
498512590260023296,9,219,125,0.570776,11,11,0.611872,1.803653,0.00313497,0.00456621,0.05045872,0.00523648,0.023121,26
498515980205948928,8,101,42,0.415842,5,5,0.762376,1.663366,0.00793459,0.00990099,0.05,0.00831683,0.021452,18
498524570593140736,1,4,0,0.0,0,0,1.0,0.75,0.25,0.25,0.0,0.0,0.125,4
498527404386578432,4,30,26,0.866667,16,16,0.666667,1.333333,0.02383676,0.03333333,0.55172414,0.05977011,0.049402,21
498529979672842241,5,47,7,0.148936,1,0,0.851064,0.361702,0.01690018,0.0212766,0.0,0.00647549,0.078943,30
498530293116968960,3,21,17,0.809524,13,13,0.761905,1.047619,0.0381877,0.04761905,0.65,0.08095238,0.076587,14
498530904139378688,1,2,1,0.5,1,1,0.5,0.5,0.35087736,0.5,1.0,1.0,0.0,2
498530946338258944,3,15,4,0.266667,1,0,0.733333,1.2,0.05434791,0.06666667,0.0,0.03809524,0.04,8
498531639472189441,3,19,6,0.315789,3,0,0.842105,0.736842,0.0435905,0.05263158,0.0,0.03508772,0.10518,11
498532911143206913,0,1,0,0.0,0,0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1
498535462349582337,5,45,18,0.4,5,0,0.755556,0.822222,0.01741957,0.02222222,0.0,0.01818182,0.040615,24
498541831052083201,0,1,0,0.0,0,0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1
498544167757570049,3,19,6,0.315789,2,0,0.736842,0.631579,0.03841467,0.05263158,0.0,0.03508772,0.022556,12
498556324868009984,2,36,27,0.75,23,23,0.888889,0.861111,0.02536048,0.02777778,0.65714286,0.04285714,0.102494,27
498560433021026304,3,23,18,0.782609,13,13,0.73913,0.956522,0.03450549,0.04347826,0.59090909,0.07114625,0.135507,15
498575704582148096,1,15,14,0.933333,14,14,0.933333,0.933333,0.06309152,0.06666667,1.0,0.13333333,0.09037,14
498584409055174656,1,4,3,0.75,3,3,0.75,0.75,0.20618575,0.25,1.0,0.5,0.016204,4
498585089828478977,0,19,0,0.0,0,0,1.0,0.0,0.05263158,0.05263158,0.0,0.0,0.087371,17
498586725502173184,1,5,2,0.4,2,2,0.8,0.4,0.17094005,0.2,0.5,0.2,0.025,5
498590686065606657,2,34,6,0.176471,1,0,0.823529,0.235294,0.02466404,0.02941176,0.0,0.01069519,0.033289,27
498600617645199361,0,1,0,0.0,0,0,1.0,0.0,1.0,1.0,1.0,1.0,0.064815,1
498602787614511104,1,3,2,0.666667,2,2,0.666667,0.666667,0.25974051,0.33333333,1.0,0.66666667,0.069224,3
498602798687469568,1,8,6,0.75,5,5,0.75,0.75,0.10309287,0.125,0.71428571,0.21428571,0.041667,7
498602841335169024,1,6,5,0.833333,5,5,0.833333,0.833333,0.14598557,0.16666667,1.0,0.33333333,0.010802,6
498603999252467713,1,19,2,0.105263,1,0,0.894737,0.105263,0.04830915,0.05263158,0.0,0.01169591,0.041386,18
498609222020780033,2,12,2,0.166667,1,0,0.833333,0.25,0.06933605,0.08333333,0.0,0.03030303,0.083333,11
498616975850225664,3,17,14,0.823529,12,12,0.823529,1.0,0.04905838,0.05882353,0.75,0.10294118,0.044989,15
499345010190348288,1,10,9,0.9,9,9,0.9,0.9,0.09216586,0.1,1.0,0.2,0.025,8
499345023721537536,1,9,0,0.0,0,0,1.0,0.444444,0.11111111,0.11111111,0.0,0.0,0.198006,6
499345384024842240,4,16,14,0.875,8,8,0.625,1.75,0.0424777,0.0625,0.53333333,0.11666667,0.046875,10
499345604297121792,7,62,34,0.548387,12,12,0.725806,1.435484,0.01134882,0.01612903,0.19672131,0.0179799,0.010447,19
499346625760751616,3,78,45,0.576923,19,19,0.769231,0.974359,0.0102966,0.01282051,0.24675325,0.01498501,0.011966,19
499347831954870274,0,15,0,0.0,0,0,1.0,0.0,0.06666667,0.06666667,0.0,0.0,0.133333,13
499349252938956800,0,1,0,0.0,0,0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1
499349294034743297,0,19,0,0.0,0,0,1.0,0.0,0.05263158,0.05263158,0.0,0.0,0.045082,15
499355083734519808,1,11,10,0.909091,10,10,0.909091,0.909091,0.08438842,0.09090909,1.0,0.18181818,0.059091,10
499357077429817344,2,9,1,0.111111,1,0,0.888889,1.0,0.10152285,0.11111111,0.0,0.02777778,0.0,9
499357289363431425,1,7,5,0.714286,5,0,0.857143,0.714286,0.12738858,0.14285714,0.0,0.23809524,0.0,6
499358869492367360,2,19,18,0.947368,17,17,0.894737,1.0,0.04821023,0.05263158,0.94444444,0.10526316,0.035088,19
499359735947087872,3,16,14,0.875,12,12,0.8125,1.0625,0.05158926,0.0625,0.8,0.11666667,0.08768,15
499360134779637761,1,13,3,0.230769,3,0,0.923077,0.230769,0.07220216,0.07692308,0.0,0.03846154,0.009615,11
499360762167848960,0,1,0,0.0,0,0,1.0,0.0,1.0,1.0,1.0,1.0,0.190476,1
499360784666071040,1,3,2,0.666667,2,2,0.666667,0.666667,0.25974051,0.33333333,1.0,0.66666667,0.066667,3
499361017038905344,1,2,0,0.0,0,0,1.0,0.5,0.5,0.5,0.0,0.0,0.095238,2
499361252691681281,0,1,0,0.0,0,0,1.0,0.0,1.0,1.0,1.0,1.0,0.190476,1
499361506132508673,3,17,2,0.117647,1,0,0.882353,0.352941,0.0514867,0.05882353,0.0,0.01470588,0.077731,11
499361662743220224,2,19,14,0.736842,9,9,0.684211,0.842105,0.0401562,0.05263158,0.5,0.08187135,0.795933,11
499361679197884416,1,3,2,0.666667,2,2,0.666667,0.666667,0.25974051,0.33333333,1.0,0.66666667,0.063492,3
499361965035491329,0,6,0,0.0,0,0,1.0,0.0,0.16666667,0.16666667,0.0,0.0,0.068783,4
499362269269336064,1,3,1,0.333333,1,1,0.666667,0.333333,0.25974019,0.33333333,0.5,0.33333333,0.063492,3
499362348940144640,1,10,7,0.7,7,7,0.9,0.7,0.09216586,0.1,0.77777778,0.15555556,0.094444,9
499362441697193985,0,2,0,0.0,0,0,1.0,0.0,0.5,0.5,0.0,0.0,0.449074,2
499362480179912705,0,2,0,0.0,0,0,1.0,0.0,0.5,0.5,0.0,0.0,0.032407,2
499362949166030848,1,4,3,0.75,3,3,0.75,0.75,0.20618575,0.25,1.0,0.5,0.041204,4
499362994862960640,0,1,0,0.0,0,0,1.0,0.0,1.0,1.0,1.0,1.0,0.064815,1
499363323335680000,0,1,0,0.0,0,0,1.0,0.0,1.0,1.0,1.0,1.0,0.064815,1
